"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nigeria","NGA","Medium and high-tech manufacturing value added (% manufacturing value added)","NV.MNF.TECH.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1377247482655","17.1377247482655","15.7482928021342","14.1609961365652","18.7873045236922","34.1861153182346","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","33.4362610463041","","",
"Nigeria","NGA","Chemicals (% of value added in manufacturing)","NV.MNF.CHEM.ZS.UN","","","","12.6189993923435","17.2326323541445","13.4466670927334","13.5151667806124","8.2956909178185","8.92378714809777","8.35433921498019","6.19276498861624","8.4072021848819","8.61127956337174","9.98814409484724","8.74307650900231","10.9441185332223","13.5787338055769","12.7678954136305","12.3785121046121","","12.2167708312127","12.9368230671684","6.50729069267898","8.89866998373361","10.0669416748179","13.5279399499583","","","","","","4.13820683024197","5.70099394184553","1.89681137489467","1.75965904805801","25.4656052974534","25.7061817299323","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","71380809338.4305","61880452460.6972","50138913908.0743","50967817609.2163","53251653820.1757","50696274741.6267","53440400242.052","57785348436.6865","57348212486.3644","67704684112.7057","66262078028.2667","70321515792.4276","65531725068.5658","61653320435.2714","59796602816.4742","63174603055.9578","64374129416.861","64626559505.3316","61957681412.4367","66579577087.7444","70305318813.6045","71210890911.0119","79870071976.0988","81276844125.0035","82654843038.7609","81031536495.327","79469487878.3478","77845024420.0015","79795495155.9153","83970747594.1031","91016806100.7582","93226419333.3786","95242799553.4527","101678505845.379","99398039146.1414","90600940626.4261","92545176641.93","94276935509.0562","96456722911.0345","90816956363.2981","90392187062.3962","86212666388.892","86837493492.1714","88960923450.8315",
"Nigeria","NGA","Manufacturing, value added (constant LCU)","NV.IND.MANF.KN","","","","","","","","","","","","","","","","","","","","","","5838894380900","4984786845300","3537722557400","3282517198300","3453716781400","3137508814500","3680713669000","4237795567600","3568686640600","3825609023700","4165391956600","4667756770600","3850410602900","3364568454000","2898474254300","2990688681800","3051910784900","2908213799400","2975615234300","2980651723900","3050505050100","3591402081600","3203242033700","3169211126400","3242196808400","3268550084400","3271654479900","3369712538700","3491293542900","3578641718000","4216191300900","4783659428300","5826358449200","6684217739200","6586618635800","6302232446800","6288896797000","6420590281700","6469831879800","6291592133100","6502257603600","6661391839800","6754959281400","6848461000000",
"Nigeria","NGA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","33328777311.6883","29028225252.8736","20485329671.5596","13033449390.7842","15526816211.2289","11514709077.1784","9894411156.08181","10435930593.8336","8076336007.42469","9608966833.07844","11604510416.1412","9190608088.28139","10423202207.4188","16825291531.8182","28175099386.3636","35476481486.3636","38560326736.3636","38114862986.3636","9615433497.25055","9637935327.35909","10243193746.2112","11227607811.2848","12632153478.9532","14746181258.021","17674362416.087","21110117126.3644","23377750176.5153","27731521568.8006","23124007766.7396","24048210354.1371","29721754775.3149","35839657847.2559","46440895419.9011","55327265695.5825","46484711768.2576","35122321150.4705","32847667356.418","40693398885.8616","54675607379.7055","54747780508.4959","64408893138.984","64895894816.5737","55900619566.4659","25364113923.8738",
"Nigeria","NGA","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","12.240409246888","13.5026901414336","14.9907328930728","18.3083606550373","18.227639967623","18.0204251588741","20.5521063242771","23.3716488476568","21.2755973365002","21.5562632771079","20.8852831060192","20.3211588731035","23.4911304788674","25.1738487759527","25.4865064493222","26.1991591974906","27.4166511440248","27.9083713814094","26.0284857101616","21.3572412972176","24.4753546604632","36.9650826661797","33.8270605515687","27.2304536006497","26.0892828250796","24.7349912601339","24.6625772142283","25.2797507802655","26.7488545066519","23.8937040912791","22.2347109931956","21.8599586165277","20.7586228322439","19.9902547680805","20.6318934800012","20.9831097083173","20.8465714300542","21.203773720121","21.9062959303516","24.1433058670212","23.357058761851","23.6918718404603","22.7249380389601","20.3532420066365",
"Nigeria","NGA","Agriculture, forestry, and fishing, value added (current LCU)","NV.AGR.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","17052175625","20125923754","23797815568","30365184995","34237086700","35702635244","50286937894","73764505840","88264126108","106626692000","123235646400","184115651600","295324585700","445272894200","790141617100","1070514728600","1211461962400","1341040897700","1426973811100","1508408787900","2015421532600","4251520647800","4585925698400","4935263754300","6032332406000","7513297800900","8551981398900","10100325191000","11625442333000","13048892800000","14037825838000","15815997512000","16816553012000","18018612873000","19636969043000","21523512499000","23952554203000","27371295758000","31904140863000","37241609159000","41126058437000","47944062797000","53273143681700","56478980910000",
"Nigeria","NGA","External balance on goods and services (% of GDP)","NE.RSB.GNFS.ZS","-7.68345193742556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","16.9249824014777","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Imports of goods and services (current LCU)","NE.IMP.GNFS.CN","507287200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Gross capital formation (annual % growth)","NE.GDI.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Changes in inventories (constant LCU)","NE.GDI.STKB.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Gross fixed capital formation (constant LCU)","NE.GDI.FTOT.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","387790744.883702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Gross national expenditure (current LCU)","NE.DAB.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Final consumption expenditure (constant LCU)","NE.CON.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Final consumption expenditure (current US$)","NE.CON.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Households and NPISHs Final consumption expenditure per capita growth (annual %)","NE.CON.PRVT.PC.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Households and NPISHs Final consumption expenditure (constant 2015 US$)","NE.CON.PRVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","General government final consumption expenditure (current LCU)","NE.CON.GOVT.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","0.695833333333333","0.849453322119428","1.09697933227345","1.10319076714189","1.23370429252782","1.40145203522971","1.10115095174856","5.80820060996272","9.1591382904795","10.316957879632","5.27925012553702","4.39211982188639","5.39026887908144","5.47846811844983","4.34401142623954","8.12406844073322","5.79139783442963","6.02411790978115","5.32604776301556","4.32233407904549","3.29560373980505","2.77007205001291","2.26720169230048","2.21984130271864","1.55679483416495","1.43678626386977","1.31155364657903","0.769793676287504","0.88435129597009","0.579894648474617","0.833115305550364","0.773691292368809","0.564010709444363","0.933218301724012","0.781452287737133","0.483558767048935","0.406177811568832","0.435835755422039","0.548312392864221","0.855415630326234","0.543531645186578","0.780315876986167","0.95433804485135","0.570707544874932","0.490996769130759","0.397422937174069","0.348375434095589","0.370354831159892","0.489084134608938","0.505855627592204","0.539231118131693","0.579227031040921","0.504264930204985","0.469695304520636","0.414718776586509","0.417636537730714","0.432947784673169","0.430671218863917","0.506944517393582","0.459170524387093","0.632022913474166","1.01270192678284","0.650166691789414","0.807331105535844","",
